 Maintaining 16 concurrent writes of 4194304 bytes for up to 1000 seconds or 0 objects
 Object prefix: benchmark_data_hjem_1853476
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   436      16      8652      8636   79.2221       104   0.71612  0.807226
   437      16      8659      8643   79.1049        28   1.21624  0.807546
   438      16      8677      8661   79.0887        72   1.01161  0.808139
   439      16      8688      8672   79.0087        44  0.245408  0.808067
2016-04-11 21:51:11.860892min lat: 0.080691 max lat: 6.08836 avg lat: 0.808067
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   440      16      8688      8672   78.8292         0         -  0.808067
   441      16      8688      8672   78.6504         0         -  0.808067
   442      16      8696      8680   78.5449   10.6667   4.21204  0.811129
   443      16      8711      8695    78.503        60   7.30912  0.813734
   444      16      8747      8731   78.6505       144  0.407677  0.813519
   445      16      8780      8764   78.7703       132  0.331812  0.811822
   446      16      8820      8804   78.9524       160  0.293559  0.810191
   447      16      8840      8824   78.9548        80  0.428943  0.809903
   448      16      8865      8849   79.0017       100  0.581577  0.809527
   449      16      8887      8871   79.0217        88  0.538504   0.80905
   450      16      8912      8896   79.0683       100  0.123205  0.808497
   451      16      8936      8920   79.1059        96  0.280153  0.808197
   452      16      8963      8947   79.1698       108  0.238661  0.807329
   453      16      8982      8966   79.1628        76   0.67738  0.807268
   454      16      8997      8981   79.1205        60   0.95888  0.808008
   455      16      9012      8996   79.0784        60  0.652514  0.808169
   456      16      9021      9005    78.984        36   0.34221  0.808351
   457      16      9021      9005   78.8111         0         -  0.808351
   458      16      9037      9021   78.7788        32   2.51894  0.810724
   459      16      9058      9042   78.7901        84  0.798876  0.811857
2016-04-11 21:51:31.862904min lat: 0.080691 max lat: 7.30912 avg lat: 0.811093
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   460      16      9077      9061   78.7841        76  0.236697  0.811093
   461      16      9084      9068   78.6739        28    2.2682  0.810903
   462      16      9105      9089   78.6854        84  0.310669  0.811896
   463      16      9121      9105   78.6537        64   1.55478  0.812337
   464      16      9146      9130   78.6997       100  0.303001  0.812348
   465      16      9182      9166   78.8401       144  0.372862  0.811137
   466      16      9206      9190   78.8769        96   0.35454  0.810895
   467      16      9234      9218   78.9478       112  0.703257  0.810029
   468      16      9235      9219   78.7876         4    0.1712   0.80996
   469      16      9240      9224   78.6623        20  0.387847  0.810077
   470      16      9253      9237   78.6055        52   3.00928  0.811126
   471      16      9265      9249   78.5406        48   4.15979  0.812539
   472      16      9300      9284   78.6707       140  0.354105  0.812943
   473      16      9339      9323   78.8342       156  0.543033  0.811347
   474      16      9361      9345   78.8535        88  0.510048  0.810927
   475      16      9389      9373   78.9233       112  0.522583  0.810301
   476      16      9414      9398   78.9676       100   0.30809  0.809917
   477      16      9431      9415   78.9445        68  0.711084  0.810091
   478      16      9438      9422    78.838        28   1.04976  0.810152
   479      16      9444      9428   78.7235        24   2.81287  0.810889
2016-04-11 21:51:51.864582min lat: 0.080691 max lat: 7.30912 avg lat: 0.811874
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   480      16      9456      9440   78.6595        48   0.36738  0.811874
   481      16      9472      9456    78.629        64   1.94507  0.813256
   482      16      9503      9487   78.7231       124  0.359293  0.812519
   483      16      9534      9518   78.8168       124  0.516308  0.811444
   484      16      9556      9540   78.8358        88  0.739606  0.811263
   485      16      9584      9568   78.9041       112  0.798479  0.810847
   486      16      9607      9591   78.9311        92  0.944223  0.810195
   487      16      9626      9610    78.925        76  0.402012  0.809924
   488      16      9651      9635   78.9682       100  0.649051  0.809964
   489      16      9678      9662   79.0275       108  0.593177   0.80941
   490      16      9700      9684   79.0458        88   0.67281  0.809137
   491      16      9709      9693   78.9582        36   1.13946  0.809179
   492      16      9721      9705   78.8952        48  0.307398  0.809355
   493      16      9726      9710   78.7758        20   1.64624  0.809899
   494      16      9745      9729   78.7701        76  0.236255  0.810662
   495      16      9763      9747   78.7565        72  0.504264  0.811187
   496      16      9787      9771   78.7912        96  0.527958  0.811347
   497      16      9787      9771   78.6327         0         -  0.811347
   498      16      9790      9774   78.4989         6  0.164726  0.811546
   499      16      9796      9780   78.3897        24   3.29265  0.812918
2016-04-11 21:52:11.866142min lat: 0.080691 max lat: 7.30912 avg lat: 0.815384
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   500      16      9805      9789   78.3049        36   3.99279  0.815384
   501      16      9825      9809   78.3082        80   0.21022  0.816382
   502      16      9858      9842   78.4152       132  0.627475  0.815588
   503      16      9883      9867   78.4581       100  0.605334    0.8153
   504      16      9908      9892   78.5008       100   1.01027  0.814527
   505      16      9930      9914   78.5196        88  0.355914   0.81435
   506      16      9952      9936   78.5383        88  0.414287  0.814082
   507      16      9970      9954   78.5254        72  0.569938  0.813933
   508      16     10000      9984    78.607       120  0.635393  0.813471
   509      16     10017     10001   78.5862        68  0.831087   0.81372
   510      16     10048     10032   78.6752       124  0.533421  0.813128
   511      16     10071     10055   78.7013        92  0.782236  0.812663
   512      16     10079     10063   78.6101        32   1.33299   0.81293
   513      16     10104     10088   78.6517       100  0.658652  0.813462
   514      16     10126     10110   78.6699        88   0.49598  0.812608
   515      16     10131     10115    78.556        20  0.145909  0.812416
   516      16     10133     10117   78.4193         8  0.519173  0.812371
   517      16     10145     10129   78.3604        48  0.373154  0.814568
   518      16     10157     10141   78.3018        48    1.5807  0.815995
   519      16     10179     10163   78.3205        88    0.4347  0.816391
2016-04-11 21:52:31.867697min lat: 0.080691 max lat: 7.30912 avg lat: 0.815593
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   520      16     10214     10198   78.4391       140   0.24534  0.815593
   521      16     10231     10215    78.419        68  0.199473   0.81524
   522      16     10258     10242   78.4757       108  0.370969  0.815043
   523      16     10277     10261   78.4709        76  0.612836  0.814402
   524      16     10301     10285   78.5044        96  0.693411  0.814081
   525      16     10324     10308   78.5301        92  0.787925    0.8143
   526      16     10339     10323   78.4948        60  0.484911  0.814455
   527      16     10370     10354   78.5811       124  0.142648  0.813871
   528      16     10379     10363   78.5005        36   1.11966  0.813701
   529      16     10389     10373   78.4277        40  0.147799  0.813921
   530      16     10401     10385   78.3703        48   2.20416  0.815492
   531      16     10417     10401   78.3432        64   0.50654   0.81574
   532      16     10424     10408   78.2486        28   1.60064  0.815938
   533      16     10444     10428   78.2519        80  0.700664  0.816631
   534      16     10459     10443   78.2177        60  0.921778  0.817463
   535      16     10478     10462   78.2135        76  0.533912   0.81768
   536      16     10509     10493   78.2989       124  0.191297  0.817163
   537      16     10534     10518   78.3393       100  0.709491  0.816373
   538      16     10556     10540   78.3573        88  0.202691  0.816142
   539      16     10582     10566   78.4048       104   0.75996  0.815564
2016-04-11 21:52:51.869260min lat: 0.080691 max lat: 7.30912 avg lat: 0.815739
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   540      16     10598     10582   78.3781        64   0.47892  0.815739
   541      16     10619     10603   78.3885        84  0.465991  0.815902
   542      16     10651     10635     78.48       128  0.554138  0.815014
   543      16     10675     10659   78.5123        96  0.748762  0.814659
   544      16     10706     10690   78.5959       124  0.334526  0.813934
   545      16     10727     10711   78.6058        84  0.631147  0.813505
   546      16     10753     10737   78.6523       104  0.780383  0.813344
   547      16     10774     10758    78.662        84  0.476849   0.81277
   548      16     10781     10765   78.5696        28   1.25401  0.813032
   549      16     10802     10786   78.5795        84  0.816081  0.813511
   550      16     10812     10796   78.5093        40  0.701846  0.813841
   551      16     10826     10810   78.4685        56   1.29729  0.814554
   552      16     10833     10817    78.377        28   2.31139   0.81503
   553      16     10835     10819   78.2498         8   0.96303  0.815148
   554      16     10840     10824   78.1446        20  0.353129   0.81535
   555      16     10848     10832   78.0615        32   1.11677  0.817019
   556      16     10858     10842    77.993        40  0.150282   0.81875
   557      16     10882     10866   78.0253        96    0.2073  0.819605
   558      16     10924     10908   78.1865       168  0.465131  0.818401
   559      16     10953     10937   78.2542       116  0.553395  0.817376
2016-04-11 21:53:11.870815min lat: 0.080691 max lat: 7.30912 avg lat: 0.817441
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   560      16     10970     10954   78.2359        68   1.22703  0.817441
   561      16     10986     10970   78.2105        64  0.268525  0.817375
   562      16     11009     10993    78.235        92   0.89213   0.81741
   563      16     11028     11012    78.231        76  0.445422  0.817154
   564      16     11049     11033   78.2412        84  0.386755  0.817093
   565      16     11070     11054   78.2514        84  0.850612  0.817351
   566      16     11094     11078   78.2828        96  0.510056  0.817311
   567      16     11111     11095   78.2646        68   1.08294  0.817214
   568      16     11129     11113   78.2536        72  0.467194  0.817346
   569      16     11146     11130   78.2355        68  0.309354  0.817142
   570      16     11166     11150   78.2386        80   0.45442  0.817278
   571      16     11174     11158   78.1576        32  0.336048  0.817113
   572      16     11183     11167   78.0839        36   2.49144  0.818143
   573      16     11202     11186   78.0803        76   2.23412  0.819008
   574      16     11230     11214   78.1394       112  0.665007   0.81858
   575      16     11258     11242   78.1982       112  0.478168  0.817817
   576      16     11279     11263   78.2083        84  0.554203  0.817731
   577      16     11295     11279   78.1837        64  0.913299  0.817703
   578      16     11313     11297    78.173        72  0.236749  0.817841
   579      16     11339     11323   78.2176       104   0.61802   0.81767
2016-04-11 21:53:31.872293min lat: 0.080691 max lat: 7.30912 avg lat: 0.817523
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   580      16     11360     11344   78.2275        84  0.345842  0.817523
   581      16     11386     11370   78.2719       104  0.602089  0.817066
   582      16     11387     11371   78.1442         4   0.45144  0.817033
   583      16     11410     11394    78.168        92  0.464156  0.817771
   584      16     11433     11417   78.1917        92  0.305202  0.817621
   585      16     11452     11436   78.1879        76  0.883562  0.817752
   586      16     11462     11446   78.1227        40    1.4453  0.817849
   587      16     11475     11459   78.0782        52   1.44328  0.818656
   588      16     11491     11475   78.0543        64  0.479151  0.818713
   589      16     11497     11481   77.9625        24  0.593666  0.818596
   590      16     11497     11481   77.8304         0         -  0.818596
   591      16     11517     11501    77.834        40   0.18489  0.820682
   592      16     11537     11521   77.8377        80  0.213921  0.821717
   593      16     11576     11560   77.9695       156  0.220181  0.820515
   594      16     11608     11592   78.0537       128  0.537437  0.819589
   595      16     11637     11621   78.1174       116  0.402421  0.818912
   596      16     11669     11653   78.2011       128  0.280973  0.818128
   597      16     11687     11671   78.1907        72  0.880013   0.81818
   598      16     11703     11687    78.167        64  0.559198  0.818087
   599      16     11724     11708   78.1767        84  0.811669  0.818082
2016-04-11 21:53:51.873821min lat: 0.080691 max lat: 7.30912 avg lat: 0.81784
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   600      16     11744     11728   78.1797        80  0.515842   0.81784
   601      16     11763     11747   78.1761        76  0.194749  0.817987
   602      16     11783     11767   78.1791        80  0.265539  0.818066
   603      16     11804     11788   78.1888        84    1.3367  0.818104
   604      16     11814     11798   78.1255        40  0.537434  0.818108
   605      16     11832     11816   78.1154        72  0.827684  0.818766
   606      16     11846     11830   78.0789        56  0.884002  0.819162
   607      16     11849     11833     77.97        12   0.65708  0.819136
   608      16     11849     11833   77.8418         0         -  0.819136
   609      16     11860     11844   77.7862        22   3.26971  0.821321
   610      16     11876     11860   77.7636        64  0.361641  0.822342
   611      16     11912     11896    77.872       144  0.329607  0.821414
   612      16     11937     11921   77.9082       100  0.351348   0.82062
   613      16     11955     11939   77.8985        72  0.306061  0.820418
   614      16     11966     11950   77.8429        44   2.82742  0.820341
   615      16     11981     11965   77.8138        60   2.44412  0.820941
   616      16     11992     11976    77.759        44   1.23005  0.821706
   617      16     12013     11997   77.7691        84  0.111958  0.822534
   618      16     12042     12026   77.8309       116  0.519776  0.821818
   619      16     12069     12053   77.8796       108  0.499064  0.821374
2016-04-11 21:54:11.878651min lat: 0.080691 max lat: 7.30912 avg lat: 0.820664
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   620      16     12097     12081   77.9346       112  0.457145  0.820664
   621      16     12121     12105   77.9637        96  0.796128  0.820357
   622      16     12134     12118    77.922        52   1.40212  0.820581
   623      16     12159     12143   77.9574       100  0.850105  0.820641
   624      16     12163     12147   77.8581        16   0.82423  0.820613
   625      16     12165     12149   77.7463         8    0.2017  0.820546
   626      16     12183     12167   77.7372        72   3.07309  0.821926
   627      16     12201     12185    77.728        72   1.10381  0.822697
   628      16     12218     12202   77.7125        68  0.115368  0.822704
   629      16     12242     12226   77.7415        96  0.820335  0.822888
   630      16     12265     12249   77.7642        92  0.653483  0.822331
   631      16     12285     12269   77.7677        80  0.178991  0.822457
   632      16     12312     12296   77.8155       108  0.868005  0.821931
   633      16     12337     12321   77.8506       100  0.171202   0.82155
   634      16     12356     12340   77.8476        76  0.394973   0.82148
   635      16     12386     12370    77.914       120  0.974067  0.821154
   636      16     12403     12387   77.8984        68  0.846254  0.820898
   637      16     12434     12418   77.9708       124   0.34171  0.820628
   638      16     12452     12436   77.9614        72  0.764571  0.820443
   639      16     12460     12444   77.8895        32   1.03575  0.820451
2016-04-11 21:54:31.880239min lat: 0.080691 max lat: 7.30912 avg lat: 0.820374
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   640      16     12462     12446   77.7803         8  0.426809  0.820374
   641      16     12462     12446   77.6589         0         -  0.820374
   642      16     12462     12446    77.538         0         -  0.820374
   643      16     12469     12453   77.4609   9.33333    5.1388  0.822704
   644      16     12490     12474   77.4711        84  0.694146  0.825539
   645      16     12510     12494    77.475        80    1.0156  0.825343
   646      16     12514     12498   77.3798        16   1.54064   0.82558
   647      16     12534     12518   77.3838        80  0.320936  0.825819
   648      16     12566     12550   77.4619       128  0.375778  0.825786
   649      16     12591     12575   77.4967       100  0.177655   0.82516
   650      16     12608     12592    77.482        68   1.06287  0.825204
   651      16     12632     12616   77.5105        96  0.366004  0.824974
   652      16     12658     12642   77.5511       104  0.318691   0.82513
   653      16     12679     12663    77.561        84  0.784055  0.824667
   654      16     12702     12686    77.583        92  0.632781  0.824574
   655      16     12717     12701   77.5562        60  0.849944  0.824495
   656      16     12739     12723   77.5721        88  0.756588  0.824444
   657      16     12762     12746    77.594        92  0.736324  0.824479
   658      16     12782     12766   77.5977        80  0.843501  0.824183
   659      16     12801     12785   77.5952        76  0.276119  0.823998
2016-04-11 21:54:51.881760min lat: 0.080691 max lat: 7.30912 avg lat: 0.82417
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   660      16     12811     12795   77.5383        40  0.875783   0.82417
   661      16     12820     12804   77.4754        36   1.10129  0.824605
   662      16     12833     12817   77.4369        52   2.66449  0.825812
   663      16     12839     12823   77.3563        24  0.137617  0.825534
   664      16     12859     12843   77.3603        80  0.407257  0.826751
   665      16     12886     12870   77.4064       108   1.05022  0.826607
   666      16     12906     12890   77.4103        80   1.00569  0.826118
   667      16     12927     12911   77.4201        84  0.274674  0.826004
   668      16     12939     12923   77.3761        48    1.2071  0.826384
   669      16     12966     12950   77.4219       108  0.322959  0.826179
   670      16     12994     12978   77.4734       112  0.622398   0.82584
   671      16     13025     13009   77.5428       124  0.289895  0.824868
   672      16     13053     13037    77.594       112  0.412122  0.824172
   673      16     13065     13049   77.5501        48  0.241394  0.823929
   674      16     13083     13067   77.5418        72  0.698225  0.824156
   675      16     13092     13076   77.4803        36    1.6234  0.824886
   676      16     13094     13078   77.3775         8   1.91728  0.824942
   677      16     13099     13083   77.2927        20   3.08373   0.82539
   678      16     13114     13098   77.2672        60   4.12376  0.827701
   679      16     13131     13115   77.2536        68    0.7409  0.827852
2016-04-11 21:55:11.883237min lat: 0.080691 max lat: 7.30912 avg lat: 0.827953
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   680      16     13148     13132     77.24        68  0.422438  0.827953
   681      16     13175     13159   77.2851       108  0.624857  0.827774
   682      16     13193     13177   77.2773        72  0.339604  0.827553
   683      16     13201     13185   77.2111        32  0.162891  0.827246
   684      16     13222     13206    77.221        84  0.261992  0.828265
   685      16     13253     13237   77.2892       124  0.333451  0.827605
   686      16     13285     13269   77.3632       128  0.699483  0.826777
   687      16     13314     13298   77.4194       116  0.647914  0.826355
   688      16     13339     13323   77.4522       100   0.60286  0.825786
   689      16     13362     13346   77.4733        92  0.775045  0.825661
   690      16     13399     13383   77.5755       148  0.395779  0.824799
   691      16     13415     13399   77.5558        64  0.513415  0.824705
   692      16     13448     13432   77.6345       132  0.351846  0.824156
   693      16     13470     13454   77.6494        88  0.475403  0.823622
   694      16     13492     13476   77.6643        88  0.740962  0.823558
   695      16     13514     13498   77.6792        88   1.40486  0.823486
   696      16     13519     13503   77.5963        20    1.2728  0.823629
   697      16     13525     13509   77.5194        24   1.89811  0.823958
   698      16     13534     13518     77.46        36   3.10505  0.824807
   699      16     13544     13528   77.4063        40   1.27858  0.825598
2016-04-11 21:55:31.885270min lat: 0.080691 max lat: 7.30912 avg lat: 0.826128
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   700      16     13552     13536   77.3414        32  0.513496  0.826128
   701      16     13562     13546   77.2882        40    1.7948  0.827064
   702      16     13588     13572   77.3262       104  0.531944  0.827488
   703      16     13611     13595   77.3471        92  0.339617  0.826951
   704      16     13636     13620   77.3792       100  0.541234  0.826359
   705      16     13653     13637   77.3659        68    1.0576  0.826493
   706      16     13681     13665    77.415       112  0.275823  0.826358
   707      16     13702     13686   77.4243        84  0.678483  0.825969
   708      16     13711     13695   77.3658        36   1.75853   0.82592
   709      16     13728     13712   77.3525        68  0.563633   0.82616
   710      16     13759     13743   77.4182       124  0.365152  0.826367
   711      16     13793     13777   77.5006       136  0.603889    0.8256
   712      16     13816     13800   77.5209        92  0.675151  0.825089
   713      16     13828     13812   77.4795        48   1.18919  0.824949
   714      16     13832     13816   77.3934        16  0.244363  0.824807
   715      16     13832     13816   77.2852         0         -  0.824807
   716      16     13847     13831    77.261        30  0.728347  0.827275
   717      16     13861     13845   77.2314        56   1.52592  0.828158
   718      16     13882     13866   77.2408        84  0.968159  0.828225
   719      16     13900     13884   77.2335        72  0.935012  0.828372
2016-04-11 21:55:51.886868min lat: 0.080691 max lat: 7.30912 avg lat: 0.828498
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   720      16     13916     13900   77.2151        64   1.15113  0.828498
   721      16     13937     13921   77.2245        84  0.430743  0.828233
   722      16     13954     13938   77.2117        68  0.258071  0.828165
   723      16     13978     13962   77.2377        96  0.271783  0.828034
   724      16     14002     13986   77.2636        96   0.45864  0.828021
   725      16     14018     14002   77.2453        64   0.98644  0.827787
   726      16     14048     14032   77.3042       120  0.490757   0.82757
   727      16     14081     14065   77.3794       132  0.431112  0.826757
   728      16     14095     14079     77.35        56   1.09191  0.826603
   729      16     14102     14086   77.2824        28   1.68143  0.826717
   730      16     14118     14102   77.2642        64  0.584917  0.827383
   731      16     14145     14129   77.3062       108  0.307153  0.827575
   732      16     14155     14139   77.2552        40   1.01734  0.827288
   733      16     14156     14140   77.1553         4  0.584771  0.827271
   734      16     14164     14148   77.0938        32   3.03705  0.828486
   735      16     14179     14163   77.0705        60   0.55491  0.829652
   736      16     14202     14186   77.0908        92  0.206119  0.829918
   737      16     14226     14210   77.1164        96  0.526728  0.829579
   738      16     14241     14225   77.0932        60  0.122808  0.829287
   739      16     14249     14233   77.0322        32   1.71992  0.829589
2016-04-11 21:56:11.888360min lat: 0.080691 max lat: 7.30912 avg lat: 0.830027
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   740      16     14274     14258   77.0632       100   0.26548  0.830027
   741      16     14299     14283   77.0942       100   0.49087  0.829574
   742      16     14319     14303   77.0981        80  0.201742  0.829464
   743      16     14338     14322   77.0966        76  0.714448  0.829316
   744      16     14352     14336   77.0682        56   1.97795  0.829516
   745      16     14371     14355   77.0668        76   1.17218  0.830061
   746      16     14386     14370   77.0439        60   1.68368  0.829962
   747      16     14403     14387   77.0318        68   1.24837  0.830261
   748      16     14420     14404   77.0197        68  0.583625   0.83003
   749      16     14435     14419    76.997        60   1.05191  0.830327
   750      16     14455     14439    77.001        80  0.930321  0.830558
   751      16     14479     14463   77.0263        96  0.545389   0.83039
   752      16     14503     14487   77.0515        96  0.204064  0.830145
   753      16     14517     14501   77.0235        56  0.357676  0.829999
   754      16     14544     14528   77.0646       108  0.335267  0.830025
   755      16     14573     14557   77.1161       116   1.08608  0.829732
   756      16     14587     14571   77.0882        56  0.576887  0.829511
   757      16     14610     14594   77.1079        92  0.931641  0.829601
   758      16     14645     14629   77.1909       140  0.455083  0.828875
   759      16     14674     14658    77.242       116  0.538841   0.82831
2016-04-11 21:56:31.889919min lat: 0.0706643 max lat: 7.30912 avg lat: 0.827987
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   760      16     14696     14680   77.2561        88  0.633817  0.827987
   761      16     14720     14704   77.2807        96   1.07561  0.827703
   762      16     14738     14722   77.2737        72  0.347287  0.827442
   763      16     14750     14734   77.2354        48  0.354301  0.827245
   764      16     14761     14745   77.1919        44  0.741445  0.827571
   765      16     14770     14754    77.138        36  0.427571  0.827881
   766      16     14770     14754   77.0373         0         -  0.827881
   767      16     14777     14761   76.9734        14   3.49345  0.828982
   768      16     14792     14776   76.9513        60  0.777944  0.831055
   769      16     14813     14797   76.9604        84  0.236674  0.830931
   770      16     14825     14809   76.9228        48  0.191792  0.831036
   771      16     14851     14835   76.9579       104   0.53951   0.83119
   772      16     14881     14865   77.0137       120  0.431809  0.830508
   773      16     14906     14890   77.0434       100  0.246462   0.83023
   774      16     14932     14916   77.0782       104  0.541591  0.830148
   775      16     14948     14932   77.0613        64   0.33654  0.829902
   776      16     14966     14950   77.0548        72  0.311255  0.830075
   777      16     14988     14972   77.0689        88   1.03173  0.829897
   778      16     15009     14993   77.0778        84  0.395496  0.829917
   779      16     15026     15010   77.0661        68  0.969187   0.82992
2016-04-11 21:56:51.891920min lat: 0.0706643 max lat: 7.66703 avg lat: 0.830039
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   780      16     15041     15025   77.0442        60   1.05412  0.830039
   781      16     15058     15042   77.0327        68  0.870424  0.830466
   782      16     15065     15049     76.97        28  0.325186  0.830216
   783      16     15081     15065   76.9534        64  0.210897  0.830965
   784      16     15117     15101   77.0389       144  0.238961  0.830596
   785      16     15152     15136   77.1191       140  0.472529  0.829584
   786      16     15161     15145   77.0668        36  0.473943   0.82946
   787      16     15184     15168   77.0857        92  0.555267  0.829829
   788      16     15206     15190   77.0996        88  0.438535  0.829935
   789      16     15234     15218   77.1438       112  0.462001  0.829417
   790      16     15255     15239   77.1525        84  0.267957   0.82918
   791      16     15270     15254   77.1308        60  0.149282  0.828721
   792      16     15283     15267    77.099        52  0.268219  0.829281
   793      16     15303     15287   77.1027        80  0.553114  0.829152
   794      16     15318     15302   77.0811        60  0.564198   0.82917
   795      16     15336     15320   77.0747        72   1.88973  0.829386
   796      16     15351     15335   77.0533        60   1.00463  0.829443
   797      16     15363     15347   77.0168        48  0.164044  0.829403
   798      16     15369     15353   76.9504        24   2.35371  0.829339
   799      16     15370     15354   76.8591         4  0.240581  0.829301
2016-04-11 21:57:11.893474min lat: 0.0706643 max lat: 7.71327 avg lat: 0.831127
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   800      16     15379     15363    76.808        36   3.03994  0.831127
   801      16     15415     15399   76.8919       144  0.397154  0.831983
   802      16     15445     15429   76.9456       120  0.559845  0.831343
   803      16     15463     15447   76.9395        72  0.628487  0.831285
   804      16     15480     15464   76.9283        68  0.165087  0.831421
   805      16     15515     15499   77.0067       140  0.371979  0.830784
   806      16     15533     15517   77.0004        72  0.909838  0.830599
   807      16     15565     15549   77.0636       128  0.476799  0.830192
   808      16     15593     15577   77.1069       112   0.44551  0.829795
   809      16     15613     15597   77.1104        80  0.744299  0.829512
   810      16     15631     15615   77.1041        72  0.351739  0.829682
   811      16     15642     15626   77.0633        44   1.09643    0.8297
   812      16     15665     15649   77.0817        92  0.259191  0.829774
   813      16     15680     15664   77.0607        60   0.24309  0.829769
   814      16     15697     15681   77.0495        68   1.42149  0.830159
   815      16     15721     15705   77.0728        96  0.644291  0.830081
   816      16     15741     15725   77.0763        80  0.958543  0.830029
   817      16     15754     15738   77.0456        52  0.677555  0.829983
   818      16     15771     15755   77.0346        68  0.690092  0.830332
   819      16     15790     15774   77.0333        76  0.743671   0.83027
2016-04-11 21:57:31.894947min lat: 0.0706643 max lat: 7.71327 avg lat: 0.830244
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   820      16     15803     15787   77.0028        52    0.6571  0.830244
   821      16     15808     15792   76.9333        20   2.07552  0.830457
   822      16     15821     15805    76.903        52  0.203001   0.83103
   823      16     15828     15812   76.8436        28   1.26585  0.831637
   824      16     15854     15838   76.8765       104  0.281717  0.832343
   825      16     15885     15869   76.9336       124  0.367178  0.831594
   826      16     15893     15877   76.8792        32  0.166605  0.831398
   827      16     15923     15907   76.9314       120   0.58668   0.83158
   828      16     15939     15923   76.9157        64   1.01054  0.831808
   829      16     15965     15949   76.9484       104  0.294385  0.831443
   830      16     15988     15972   76.9665        92   0.51555  0.830976
   831      16     16013     15997   76.9942       100   0.66238  0.830923
   832      16     16032     16016    76.993        76  0.789646   0.83082
   833      16     16051     16035   76.9918        76  0.180133  0.830916
   834      16     16072     16056   77.0002        84  0.688392  0.830875
   835      16     16079     16063   76.9416        28  0.156866  0.830716
   836      16     16095     16079   76.9261        64  0.586498  0.831265
   837      16     16108     16092   76.8963        52   1.09639  0.831496
   838      16     16124     16108   76.8809        64  0.800968  0.831652
   839      16     16149     16133   76.9084       100  0.550851  0.831843
2016-04-11 21:57:51.896444min lat: 0.0706643 max lat: 7.71327 avg lat: 0.831617
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   840      16     16171     16155   76.9216        88  0.219812  0.831617
   841      16     16202     16186   76.9776       124   0.71601  0.831039
   842      16     16233     16217   77.0334       124  0.510276  0.830647
   843      16     16263     16247   77.0841       120  0.475599  0.830093
   844      16     16293     16277   77.1349       120  0.603682  0.829451
   845      16     16309     16293   77.1193        64  0.751454  0.829288
   846      16     16324     16308   77.0991        60   0.78397   0.82942
   847      16     16338     16322   77.0742        56   1.75388  0.829807
   848      16     16357     16341   77.0729        76  0.355826  0.829784
   849      16     16376     16360   77.0716        76  0.186904  0.829635
   850      16     16398     16382   77.0845        88  0.448151  0.829567
   851      16     16413     16397   77.0644        60  0.336194  0.829775
   852      16     16428     16412   77.0444        60   0.40013  0.829966
   853      16     16432     16416   76.9728        16  0.130255  0.830025
   854      16     16432     16416   76.8827         0         -  0.830025
   855      16     16436     16420   76.8115         8   0.25683   0.83047
   856      16     16450     16434   76.7872        56  0.265587  0.831869
   857      16     16451     16435   76.7022         4  0.123365  0.831826
   858      16     16487     16471   76.7806       144  0.241925  0.833385
   859      16     16524     16508   76.8635       148  0.399546  0.832529
2016-04-11 21:58:11.901715min lat: 0.0706643 max lat: 7.71327 avg lat: 0.831995
   sec Cur ops   started  finished  avg MB/s  cur MB/s  last lat   avg lat
   860      16     16548     16532   76.8858        96  0.335863  0.831995
   861      16     16570     16554   76.8987        88  0.511542  0.831965
   862      16     16585     16569   76.8791        60   1.15163  0.831988
   863      16     16590     16574   76.8132        20   1.76427  0.832115
   864      16     16604     16588   76.7891        56   1.74803  0.833087
   865      16     16625     16609   76.7974        84  0.636338  0.833003
   866      16     16647     16631   76.8103        88  0.392968  0.832892
   867      16     16666     16650   76.8094        76  0.319711   0.83271
   868      16     16698     16682   76.8683       128  0.530529  0.832149
